;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
Bairro;Rota;Setor;Cep Destinatário;
JARDIM MACEDONI;2053;REGIAO 10 S.PAULO J (3);5894420;
JARDIM ESTORIL ;2231;BAURU;17016080;
VL SEABRA      ;2231;BAURU;17060010;
JARDIM MARAMBA ;2231;BAURU;17030671;
JARDIM PEDRO OM;2232;JAÚ;17212588;
CJ HABITACIONAL;2216;ARACATUBA;16023265;
VILA FRANCISCO ;2035;FRANCO DA ROCHA;7850240;
JARDIM MORRO AZ;683;MOCOCA;13738059;
TAIACUPEBA     ;2096;MOGI DAS CRUZES;8710973;
ESTANCIA FRATER;2094;ITAQUAQUECETUBA;8589000;
VILA LIBANESA  ;2066;REGIAO 14 S.PAULO N;3193070;
SANTA TEREZINHA;2077;SANTO ANDRE A;9210630;
JARDIM ORATORIO;2078;MAUA;9381260;
OSVALDO CRUZ   ;2080;SAO CAETANO DO SUL;9571440;
VILA HORTENCIA ;2073;REGIAO 22 S.PAULO V;8490010;
VILA AUGUSTA   ;2090;GUARULHOS A;7025020;
JD TRANQUILIDAD;2090;GUARULHOS A;7052090;
VILA ALIANCA   ;2090;GUARULHOS A;7063040;
CRISTIANO DE CA;0;BARRETOS;14781453;
RESSACA        ;2210;IBIUNA;18150000;
NOVA ITANHAEM  ;267;ITANHAEM;11740000;
JARDIM GURILAND;259;TAUBATE;12071600;
NARITA GARDEM  ;2021;VARGEM GDE PAULISTA;6737148;
QUISSISSANA    ;348;SAO JOSE DOS PINHAIS;83085420;
CONJUNTO HABITA;2291;ASSIS;19807812;
JD NICEA       ;2094;ITAQUAQUECETUBA;8589300;
VILA ESTER     ;2023;REGIAO 20 S.PAULO T;2452001;
PRQ SANTOS DUMO;2091;GUARULHOS B;7152320;
PARQUE TIRADENT;213;ARARAS;13606670;
CIDADE JULIA   ;2063;REGIAO 7 SAO PAULO G;4425000;
BOA VISTA      ;2080;SAO CAETANO DO SUL;9572030;
JARDIM LUSO    ;2063;REGIAO 7 SAO PAULO G;4421070;
SAO MARCOS     ;348;SAO JOSE DOS PINHAIS;83090100;
CJ HABITACIONAL;2071;REGIAO 22 S.PAULO V;8225500;
VILA ANTONIO MA;683;SAO JOSE DO RIO PARDO;13720000;
ALTO BOQUEIRAO ;340;CURITIBA;81850280;
VILA ROSALIA   ;2090;GUARULHOS A;7072070;
CENTRO         ;345;PIRAI DO SUL;84240000;
UBERABA        ;340;CURITIBA;81590180;
POZZOBON       ;0;VOTUPORANGA;15503027;
JARDIM  BUISSA ;0;MACAUBAL;15270000;
CIDADE KEMEL   ;2099;REGIAO 22 S.PAULO-V I;8130370;
VILA CURUCA    ;2098;REGIAO 22 S.PAULO V;8031650;
VILA BUENOS AIR;2095;REGIAO 18 S.PAULO R;3736050;
CIDADE SATELITE;2065;REGIAO 24 S.PAULO Y;8330350;
JARDIM SANTO ED;2018;EMBU;6823210;
JARDIM FARIA LI;2053;REGIAO 10 S.PAULO J (2);5760150;
COOPERATIVA    ;2081;SAO BERNARDO DO CAMP II;9855340;
RESIDENCIAL E C;0;RIBEIRAO PRETO;14092460;
SUMAREZINHO    ;0;RIBEIRAO PRETO;14055260;
JARDIM IRAJA   ;0;RIBEIRAO PRETO;14020520;
JARDIM BEATRIZ ;0;SAO CARLOS;13575080;
PRQ RESIDENCIAL;0;ARARAQUARA;14804083;
SITIO CERCADO  ;340;CURITIBA;81925430;
COSTEIRA       ;348;SAO JOSE DOS PINHAIS;83015490;
PINHEIRINHO    ;340;CURITIBA;81820020;
CIDADE INDUSTRI;340;CURITIBA;81305490;
JARDIM BELVEDER;2091;GUARULHOS B;7142360;
GUAIRA         ;340;CURITIBA CENTRO;80630000;
SITIO CERCADO  ;340;CURITIBA;81920768;
UBERABA        ;340;CURITIBA;81550490;
SAO BRAZ       ;340;CURITIBA;82015494;
JARDIM IMPERADO;2069;REGIAO 16 S.PAULO P;3937090;
JARDIM TUPI    ;2014;REGIAO 10 S.PAULO J;4939200;
JARDIM GUARAITU;352;PARANAGUA;83209332;
RESIDENCIAL ALT;0;RIBEIRAO PRETO;14106011;
RESIDENCIAL ANA;0;FRANCA;14412238;
CJ HABITACIONAL;0;PATROCINIO PAULISTA;14415102;
VILA PROGRESSO ;2098;REGIAO 22 S.PAULO V;8041410;
VILA BUENOS AIR;2095;REGIAO 18 S.PAULO R;3737010;
VILA HELIOPOLIS;2061;REGIAO 4 SAO PAULO D;4235420;
JD SANTA MARIA ;213;BOM JESUS DO PERDOES;12955000;
CIPAVA         ;2022;OSASCO;6065420;
VL TESOURO     ;262;SAO JOSE DOS CAMPOS;12221470;
CONCEICAO      ;2082;DIADEMA;9990300;
VERAVA         ;2210;IBIUNA;18153634;
PARURU         ;2210;IBIUNA;18150000;
CONTORNO       ;345;PONTA GROSSA;84060870;
PARADA XV DE NO;2071;REGIAO 22 S.PAULO V;8246000;
CAMPESTRE      ;2077;SANTO ANDRE A;9070320;
JARDIM MARGARID;2099;REGIAO 22 S.PAULO-V I;8190315;
JARDIM CASTANHA;2091;GUARULHOS B;7182310;
RESIDENCIAL JAR;211;HORTOLANDIA;13189310;
PARQUE ALTO SUM;2231;BAURU;17020590;
RES FUNNICHELI ;0;TAIACU;14725000;
PARQUE DOS JEQU;213;SANTA GERTRUDES;13512210;
JD RESIDENCIAL ;213;RIO CLARO;13502180;
JD COSTA E SILV;263;CUBATAO;11500500;
DEL REY        ;348;SAO JOSE DOS PINHAIS;83090465;
ALTO BOQUEIRAO ;340;CURITIBA;81720240;
PARQUE RESIDENC;210;AMERICANA;13473672;
VILA CARRAO    ;2067;REGIAO 15 S.PAULO O;3428000;
RECREIO SERTAOZ;2076;SUZANO;8696630;
CENTRO         ;2078;MAUA;9310100;
JARDIM CHAPADAO;2231;BAURU;17026793;
PARQUE TIRADENT;213;ARARAS;13606670;
CENTRO         ;683;SANTA CRUZ DAS PALMEIRAS;13650009;
JARDIM FAXINA  ;213;SANTA GERTRUDES;13510070;
JARDIM VALE DO ;213;SAO JOAO BOA VISTA;13876488;
NOVA AMERICA   ;207;PIRACICABA;13417792;
PAULICEIA      ;207;PIRACICABA-ESPECIFICO;13424070;
CIDADE INDUSTRI;340;CURITIBA;81270220;
JARDIM ARACATI ;2014;REGIAO 10 S.PAULO J;4949000;
JARDIM BOA VIST;2053;REGIAO 10 S.PAULO J (3);5832240;
SANTO AMARO    ;2055;REGIAO 9 SAO PAULO I (1);4747001;
JARDIM LUCIANA ;213;SANTA GERTRUDES;13513154;
VILA CARDOSO FR;2069;REGIAO 16 S.PAULO P;3978180;
BOA VISTA      ;345;PONTA GROSSA;84072000;
GUATUPE        ;348;SAO JOSE DOS PINHAIS;83060505;
SITIO CERCADO  ;340;CURITIBA;81900330;
VILA SONIA     ;266;PRAIA GRANDE;11722210;
CAICARA        ;266;PRAIA GRANDE;11707060;
CANTO DO FORTE ;266;PRAIA GRANDE;11700170;
JARDIM VISTA AL;2018;EMBU;6807450;
MOINHO VELHO   ;2036;REGIAO 21 S.PAULO U;2929060;
CENTRO         ;236;ARACAIBA (DT APIAI);18310000;
VILA REZENDE   ;207;PIRACICABA-ESPECIFICO;13405325;
PAULICEIA      ;207;PIRACICABA-ESPECIFICO;13424050;
JARDIM DAS BAND;206;CAMPINAS;13051132;
PARQUE FAZENDIN;206;CAMPINAS;13064706;
JARDIM DO TREVO;211;SUMARE - ESPECIFICO;13178502;
PARQUE EDU CHAV;2088;REGIAO 19 S.PAULO S;2231000;
VILA ISOLINA MA;2088;REGIAO 19 S.PAULO S;2081050;
CIDADE SOBERANA;2091;GUARULHOS B;7161210;
REFUGIO DOS BAN;2025;SANTANA DO PARNAIBA;6506030;
BUTIATUVINHA   ;340;CURITIBA;82320300;
PEDRO MORO     ;348;SAO JOSE DOS PINHAIS;83020140;
PARQUE ECOLOGIC;213;AGUAI;13860622;
FAZENDINHA     ;340;CURITIBA;81070472;
JARDIM LIDERANC;2071;REGIAO 22 S.PAULO V;8240075;
ASSUNCAO       ;2081;SAO BERNARDO DO CAMP II;9811130;
JABAQUARA      ;2062;REGIAO 6 SAO PAULO F;4345040;
TUPIRY         ;266;PRAIA GRANDE;11724555;
Tagataba de cim;351;GUARAQUECABA;83390000;
JARDIM SANTA CR;2063;REGIAO 7 SAO PAULO G;4456080;
CERQUEIRA CESAR;0;SPC CENTRO JARDINS;1417010;
JARDIM BRASILIA;2036;REGIAO 21 S.PAULO U - RISCO;2859030;
CENTRO         ;2234;AVARE;18700070;
JD CAMARGO NOVO;2099;REGIAO 22 S.PAULO-V I;8131200;
TAIACUPEBA     ;2096;MOGI DAS CRUZES;8710973;
JARDIM SAO SEBA;211;HORTOLANDIA;13187165;
JARDIM NOVA EUR;206;CAMPINAS;13040093;
PARQUE DA FIGUE;209;ESPIRITO STO PINHAL;13990000;
RESIDENCIAL VAL;210;AMERICANA;13474359;
PARQUE PAULISTA;2098;REGIAO 22 S.PAULO V;8081370;
VILA MOGILAR   ;2096;MOGI DAS CRUZES;8773380;
JARDIM SANTA IN;2091;GUARULHOS B;7141180;
jardim consorci;2063;REGIAO 7 SAO PAULO G;4437000;
JARDIM SAO JOSE;2078;MAUA;9340710;
VILA PRIMAVERA ;2033;FRANCISCO MORATO;7914250;
PARQUE SANTO AN;261;JACAREI;12309490;
JARDIM ARACARE ;2094;ITAQUAQUECETUBA;8574150;
CENTRO         ;0;DOBRADA;15980000;
JARDIM PARAISO ;0;NEVES PAULISTA;15120150;
CIDADE INDUSTRI;340;CURITIBA;81460110;
MIRIM;266;PRAIA GRANDE;11704610;
VISTA VERDE    ;261;GUARAREMA;7500000;
VILA TALARICO  ;2068;REGIAO 17 S.PAULO Q;3534000;
JARDIM KERALUX ;2095;REGIAO 18 S.PAULO R;3828170;
JARDIM CARVALHO;345;PONTA GROSSA;84016100;
PARQUE SANTO AN;259;TAUBATE;12061000;
INTERLAGOS     ;2054;REGIAO 9 SAO PAULO I (2) - C;4815180;
DIC V          ;206;CAMPINAS;13054592;
VILA JOAO JORGE;206;CAMPINAS;13041301;
CENTRO         ;0;STA FE DO SUL;15775000;
VILA XAVIER    ;0;ARARAQUARA;14810035;
GONZAGA        ;265;SANTOS;11065200;
JD REAL        ;266;PRAIA GRANDE;11711555;
JARDIM SAO CARL;2063;REGIAO 7 SAO PAULO G;4433220;
PARQUE DOROTEIA;2063;REGIAO 7 SAO PAULO G;4474310;
VILA ITAIM     ;2099;REGIAO 22 S.PAULO-V I;8111030;
JARDIM SECKLER ;2061;REGIAO 4 SAO PAULO D;4242000;
SUMARE         ;260;UBATUBA;11690752;
CIDADE NOVA AME;2054;REGIAO 9 SAO PAULO I (2) - C;4897370;
VILA TATETUBA  ;262;SAO JOSE DOS CAMPOS;12220140;
CENTRO         ;2032;BARUERI;6401147;
PARQUE DOS CAMA;2032;BARUERI;6436340;
PARQUE SAO VICE;268;SAO VICENTE;11355420;
MOMBACA        ;258;PINDAMONHANGABA - B;12425100;
JD PLANALTO    ;2028;CARAPICUIBA;6362160;
JARDIM ANGELICA;2028;CARAPICUIBA;6365683;
JARDIM GUARANI ;2036;REGIAO 21 S.PAULO U - RISCO;2851080;
VILA YOLANDA   ;2022;OSASCO I;6126120;
JARDIM PINHEIRI;2094;ITAQUAQUECETUBA;8589140;
JARDIM CORISCO ;2088;REGIAO 19 S.PAULO S;2366325;
VILA PAIVA     ;2088;REGIAO 19 S.PAULO S;2072002;
VILA ESPERANCA ;2095;REGIAO 18 S.PAULO R;3651090;
NOVA PONTE ALTA;2091;GUARULHOS B;7179487;
RECREIO SAO JOR;2091;GUARULHOS B;7144490;
LAUZANE PAULIST;2023;REGIAO 20 S.PAULO T;2440070;
VILA CELESTE   ;2023;REGIAO 20 S.PAULO T;2543010;
JARDIM DANFER  ;2095;REGIAO 18 S.PAULO R;3728020;
BARNABES       ;2017;JUQUITIBA;6950000;
PARQUE SAO LUCA;2069;REGIAO 16 S.PAULO P;3239060;
JARDIM PANORAMA;2069;REGIAO 16 S.PAULO P;3245040;
JD SAPOPEMBA   ;2069;REGIAO 16 S.PAULO P;3975060;
JARDIM ANGELA  ;2069;REGIAO 16 S.PAULO P;3985090;
CHACARAS ANTONI;213;LIMEIRA;13484501;
VILA CAETANO   ;259;TAUBATE;12044000;
PITEU          ;2204;CACHOEIRA PAULISTA;12630000;
PARQUE SHANGRI ;258;PINDAMONHANGABA - B;12415360;
VILA PONTILHAO ;2204;CRUZEIRO;12704100;
VILA CRETI;2028;CARAPICUIBA;6386310;
JARDIM ESTER   ;2039;REGIAO 13 S.PAULO M;5366190;
JARDIM MONTE AZ;2053;REGIAO 10 S.PAULO J (3);5836350;
SAO JOAO CLIMAC;2061;REGIAO 4 SAO PAULO D;4256000;
BOQUEIRAO      ;340;CURITIBA;81770360;
LABIENOPOLIS   ;2291;GARCA;17404276;
VILA RE        ;2095;REGIAO 18 S.PAULO R;3669040;
BOQUEIRAO      ;265;SANTOS;11050120;
PARQUE SENHOR D;259;TAUBATE;12040650;
NOVA RUSSIA    ;345;PONTA GROSSA;84070000;
CIDADE INDUSTRI;340;CURITIBA;81170310;
LAGO AZUL      ;2216;ARACATUBA;16022680;
DISTRITO INDUST;0;STA FE DO SUL;15775000;
JARDIM BELA VIS;2235;VANGLORIA;17282320;
CJ HABITACIONAL;2071;REGIAO 22 S.PAULO V;8225590;
PARQUE BOA ESPE;2065;REGIAO 24 S.PAULO Y;8341090;
JARDIM ALGODOAL;207;PIRACICABA-ESPECIFICO;13405399;
JD ANGELA ZONA ;2069;REGIAO 16 S.PAULO P;3220300;
PEDREIRA       ;2094;ITAQUAQUECETUBA;8572000;
PARQUE EDU CHAV;2088;REGIAO 19 S.PAULO S;2229000;
RECREIO SAO JOR;2091;GUARULHOS B;7144487;
PARQUE SAO PAUL;2013;EMBU GUACU;6928800;
PEDRA LISA     ;2017;JUQUITIBA;6950000;
JARDIM BELVAL  ;2032;BARUERI;6420380;
JARDIM ELZINHA;2028;CARAPICUIBA;6362125;
VILA SAO ROQUE ;2204;LORENA;12601180;
VILA GUILHERME ;261;GUARAREMA;7500000;
MARESIAS       ;253;SAO SEBASTIAO;11628569;
INDAIA         ;254;CARAGUATATUBA;11665310;
PARQUE PRIMAVER;2204;CRUZEIRO;12722490;
PARQUE DAS BAND;268;SAO VICENTE;11346050;
PIEDADE        ;252;CACAPAVA;12285810;
BOQUEIRAO      ;265;SANTOS;11045003;
JOSE MENINO    ;265;SANTOS;11065605;
Centro         ;259;SERRA DA MANTIQUEIRA;12490000;
JARDIM VISTA AL;257;GUARATINGUETA;12523490;
PLANALTO       ;2081;SAO BERNARDO DO CAMP II;9895110;
VILA ROMAR     ;267;PERUIBE;11771328;
RUDGE RAMOS    ;2081;SAO BERNARDO DO CAMP I;9642020;
JARDIM BOM RETI;267;PERUIBE;11750000;
PARQUE ESTUARIO;264;GUARUJA;11451010;
ENSEADA        ;264;GUARUJA;11441740;
VILA ZILDA     ;264;GUARUJA;11436060;
JD SAO FRANCISC;2232;LINS;16402160;
JARDIM DOS BAND;2292;OURINHOS;19906265;
JARDIM IMPERIAL;0;ARARAQUARA;14808454;
RECREIO DOS BAN;0;SAO CARLOS;13575842;
JARDIM PIRATINI;0;RIBEIRAO PRETO;14030550;
JARDIM SAO JOSE;0;SAO LOURENCO TURVO;15996036;
JARDIM PRIMAVER;683;PORTO FERREIRA;13660076;
TINGUI         ;340;CURITIBA;82600140;
CRUZEIRO       ;348;SAO JOSE DOS PINHAIS;83010100;
JUVEVE         ;340;CURITIBA CENTRO;80030001;
SITIO CERCADO  ;340;CURITIBA;81920210;
MOSSUNGUE      ;340;CURITIBA;81200200;
BAIRRO ALTO    ;340;CURITIBA;82820290;
13 DE MAIO     ;261;GUARAREMA;7500000;
SITIO CERCADO  ;340;CURITIBA;81900728;
BARRANCO ALTO  ;254;CARAGUATATUBA;11670040;
PARQUE SANTO AN;261;JACAREI;12309720;
STO ANTONIO    ;256;PIQUETE;12620000;
APARECIDA      ;265;SANTOS;11040271;
GONZAGA        ;265;SANTOS;11055200;
NOVA ITANHAEM  ;267;ITANHAEM;11742582;
SAVOY          ;267;ITANHAEM;11742658;
JARDIM SINHO RO;269;IGUAPE;11920000;
JARDIM BOA ESPE;264;GUARUJA;11470215;
MAR E CEU      ;264;GUARUJA;11443260;
MAR E CEU      ;264;GUARUJA;11443260;
CH DAS ROSAS   ;270;JACUPIRANGA;11940000;
JD QUILLES     ;267;PERUIBE;11750000;
ALVES DIAS     ;2081;SAO BERNARDO DO CAMP II;9851180;
VILA ITAIM     ;2099;REGIAO 22 S.PAULO-V I;8190510;
PARQUE PERUCHE ;2023;REGIAO 20 S.PAULO T;2535000;
JARDIM ALICE   ;2092;GUARULHOS C;7263340;
JARDIM SAO DOMI;2091;GUARULHOS B;7142000;
JARDIM NOVO POR;2091;GUARULHOS B;7160010;
SANTA MARIA    ;2022;OSASCO I;6150350;
JARDIM GABRIELA;2032;JANDIRA;6624290;
VILA JAGUARA   ;2037;REGIAO 21 S.PAULO U;5114130;
BELA VISTA     ;0;SPC CENTRO EXPANDIDO;1330000;
BRASILANDIA    ;2036;REGIAO 21 S.PAULO U - RISCO;2845120;
CHACARA DA ENSE;2014;REGIAO 10 S.PAULO J;4963170;
JARDIM VALO VEL;2017;ITAPECERICA DA SERRA;6856800;
VILA CALU      ;2014;REGIAO 10 S.PAULO J;4961260;
JARDIM CASABLAN;2053;REGIAO 10 S.PAULO J (3);5842050;
IPIRANGA       ;0;RIBEIRAO PRETO;14055650;
ROMULO MONTANAR;0;SERRANA;14150000;
CARA CARA      ;345;PONTA GROSSA;84043650;
BRAZ II        ;2234;AVARE;18701240;
JARDIM SOLEDADE;2220;PIRAPOZINHO;19206026;
VILA ISABEL MAR;2217;BIRIGUI;16204044;
LAZARO HONORIO ;210;IRACEMAPOLIS;13495000;
JARDIM DO VALE ;2094;ITAQUAQUECETUBA;8595610;
AGUA AZUL      ;2091;GUARULHOS B;7159000;
CJ HABITACIONAL;0;PATROCINIO PAULISTA;14415102;
JARDIM CAMPOS V;211;HORTOLANDIA;13186120;
PIRACICAMIRIM  ;207;PIRACICABA-ESPECIFICO;13420610;
CENTRO         ;2017;JUQUITIBA;6950000;
VILA SAO JORGE ;268;SAO VICENTE;11380030;
VILA MATHIAS   ;265;SANTOS;11015011;
JARDIM VIRGINIA;264;GUARUJA;11442170;
CIDADE BALNEARI;267;PERUIBE;11782766;
JARDIM CONCEICA;0;S.JOSE DO RIO PRETO;15030690;
SIT CERCADO    ;340;CURITIBA;81910310;
VILA DO POVO   ;352;PARANAGUA;83209658;
BAIRRO DOS LEIT;2207;PIEDADE;18170000;
SANTO AMARO    ;2055;REGIAO 9 SAO PAULO I (1);4746070;
JARDIM BRASILIA;2036;REGIAO 21 S.PAULO U - RISCO;2858000;
CAMPO COMPRIDO ;340;CURITIBA;81220120;
JARDIM AVELINO ;2069;REGIAO 16 S.PAULO P;3227120;
JARDIM DAS ROSA;2069;REGIAO 16 S.PAULO P;3909150;
JARDIM MARILENA;2091;GUARULHOS B;7140450;
LOT PQ RESIDENC;0;S.JOSE DO RIO PRETO;15054642;
CJ HB BENEDITO ;0;ITUVERAVA;14507180;
JD NOVO HORIZON;2220;PIRAPOZINHO;19200000;
CENTRO         ;2221;ALVARES MACHADO;19160000;
NOVA RUSSIA    ;345;PONTA GROSSA;84070000;
JARDIM FLORENCA;2292;MARILIA;17521610;
PARQUE IPE     ;2029;REGIAO 13 S.PAULO M;5572010;
JARDIM AMPLIACA;2053;REGIAO 10 S.PAULO J (2);5713570;
BOA VISTA      ;340;CURITIBA;82650130;
RESIDENCIAL PAR;2291;GARCA;17406000;
JD SAO BRAZ    ;2217;BIRIGUI;16202049;
CENTRO         ;0;URANIA;15760000;
SANTA TEREZINHA;213;PAULINIA;13140794;
MONTE NEGRO    ;209;ESPIRITO STO PINHAL;13990000;
CAMPO DOS ALEMA;262;SAO JOSE DOS CAMPOS;12239651;
VILA NOGUEIRA  ;2082;DIADEMA;9960405;
VILA LIGYA     ;264;GUARUJA;11430300;
SITIO DO CAMPO ;266;PRAIA GRANDE;11725310;
JARDIM NELIA   ;2099;REGIAO 22 S.PAULO-V I;8142007;
VILA ITAIM     ;2099;REGIAO 22 S.PAULO-V I;8111030;
VILA MINERVA   ;2073;REGIAO 22 S.PAULO V;8441310;
JARDIM VILA CAR;2065;REGIAO 24 S.PAULO Y;8340270;
SANTA FELICIDAD;340;CURITIBA;82030276;
PARQUE DA FONTE;348;SAO JOSE DOS PINHAIS;83050230;
RESIDENCIAL VIL;0;S.JOSE DO RIO PRETO;15057457;
MUNHOZ JUNIOR  ;2022;OSASCO II;6246030;
MORRO GRANDE   ;2034;CAIEIRAS;7726525;
GREEN PARK     ;345;PALMEIRA;84130000;
JD AEROPORTO   ;2217;ILHA SOLTEIRA;15387014;
VILA NOVA      ;2219;PRESIDENTE PRUDENTE;19010072;
CJ HB FAZENDA D;2073;REGIAO 22 S.PAULO V;8421500;
PARQUE RESIDENC;2091;GUARULHOS B;7159770;
ANICETO        ;0;GUAIRA;14790000;
JARDIM TIETE   ;2069;REGIAO 16 S.PAULO P;3944180;
VILA OSASCO    ;2022;OSASCO;6080050;
JARDIM BOA VIST;2029;REGIAO 13 S.PAULO M;5584000;
GONZAGA        ;265;SANTOS;11060300;
VILA CANDIDA   ;262;SAO JOSE DOS CAMPOS;12213531;
CENTRO         ;2082;DIADEMA;9910120;
JARDIM MODELO  ;2235;VANGLORIA;17282000;
JD MARIA LUIZA ;2235;REGINOPOLIS;17192406;
PARQUE RESIDENC;2292;CHAVANTES;18970326;
CAMPOS ELISEOS ;0;RIBEIRAO PRETO;14080290;
JARDIM CHAPADAO;206;CAMPINAS;13070085;
CHORA MENINO   ;2023;REGIAO 20 S.PAULO T;2462081;
JARDIM PRIMAVER;2078;MAUA;9361302;
PEDREIRA       ;2094;ITAQUAQUECETUBA;8572000;
VILA COSMOPOLIT;2073;REGIAO 22 S.PAULO V;8421150;
VILA NHOCUNE   ;2068;REGIAO 17 S.PAULO Q;3561000;
JD ESTADIO     ;2077;SANTO ANDRE A;9175840;
VILA FLORESTA  ;2077;SANTO ANDRE A;9051560;
CIDADE KEMEL   ;2099;REGIAO 22 S.PAULO-V I;8130290;
JARDIM D ABRIL ;2022;OSASCO;6040014;
JARDIM ACAPULCO;0;SAO CARLOS;13563710;
ATUBA          ;340;CURITIBA;82630100;
VILA SANTO ANTO;2292;PIRAJU;18810020;
LOT INDUSTRIAL ;258;PINDAMONHANGABA - B;12402020;
SAO LEOPOLDO   ;252;CACAPAVA;12283720;
VILA BRITO     ;2204;LORENA;12603380;
VILA ESPERANCA ;263;CUBATAO;11540310;
MAR E CEU      ;264;GUARUJA;11443260;
PARQUE DA FONTE;348;SAO JOSE DOS PINHAIS;83050660;
CENTRO         ;213;RIO CLARO;13508502;
PARQUE SANTA FE;0;VOTUPORANGA;15505058;
JARDIM PROGRESS;2231;BAURU;17064190;
CJ HAB SANTA ET;2073;REGIAO 22 S.PAULO V;8485300;
JARDIM RECREIO ;209;BRAGANCA PAULISTA;12910143;
PARQUE RESIDENC;209;MOGI GUACU;13846767;
JARDIM DAS BAND;206;CAMPINAS;13051132;
VILA POPULAR   ;236;RECHAN;18213170;
PEDREIRA       ;2094;ITAQUAQUECETUBA;8572000;
VILA NOVA CURUC;2098;REGIAO 22 S.PAULO V;8032450;
VILA ALZIRA    ;2092;GUARULHOS C;7210380;
JARDIM CAROMBE ;2036;REGIAO 21 S.PAULO U - RISCO;2855000;
VILA ROMAR     ;267;PERUIBE;11771330;
MARACANA       ;266;PRAIA GRANDE;11705640;
JAMAICA        ;267;ITANHAEM;11757004;
JORDANOPOLIS   ;2081;SAO BERNARDO DO CAMP II;9891370;
JARDIM AVIACAO ;2219;PRESIDENTE PRUDENTE;19020400;
JARDIM CARVALHO;345;PONTA GROSSA;84016100;
BOA VISTA      ;345;PONTA GROSSA;84073170;
LOS ANGELES    ;0;BARRETOS;14787088;
PARQUE UNIVERSI;213;RIO CLARO;13504363;
JARDIM AEROPORT;0;FRANCA;14404255;
COROADOS       ;351;GUARATUBA;83280000;
CENTRO         ;345;CASTRO;84165959;
CAPAO RASO     ;340;CURITIBA;81130070;
JARDIM ALVINOPO;209;ATIBAIA;12943390;
PARQUE TAQUARAL;207;PIRACICABA-ESPECIFICO;13423508;
JARDIM SAO JOAO;2088;REGIAO 19 S.PAULO S;2365000;
ZABUMBA        ;253;ILHABELA;11630354;
CIDADE NOVA HEL;2061;REGIAO 4 SAO PAULO D;4235320;
DOCE GRANDE    ;345;QUITANDINHA;83840000;
PARQUE NOVO MUN;210;AMERICANA;13467472;
VILA YOLANDA CO;211;SUMARE;13172210;
CAMPOS ELISEOS ;0;RIBEIRAO PRETO;14085220;
PORTAL DA CIDAD;0;MIRASSOL;15133284;
VILA DO SOL    ;2014;REGIAO 10 S.PAULO J;4962050;
PINHEIROS      ;2027;REGIAO 12 S.PAULO L;5404005;
CRISTO REI     ;340;CURITIBA CENTRO;80050510;
SITIO CERCADO  ;340;CURITIBA;81900350;
BATEL          ;340;CURITIBA CENTRO;80250080;
JARDIM CARVALHO;345;PONTA GROSSA;84016657;
CENTRO         ;345;CASTRO;84165010;
JARDIM PORTAL D;2292;MARILIA;17519330;
CIDADE MIGUEL B;2076;SUZANO;8692090;
JARDIM SAO LUIS;2053;REGIAO 10 S.PAULO J (3);5844220;
JD MONTE KEMEL ;2012;REGIAO 10 S.PAULO J (1);5632010;
PARQUE HIPOLYTO;213;LIMEIRA;13486560;
ESTANCIAS      ;211;SUMARE - ESPECIFICO;13179902;
CIDADE MORUMBI ;262;SAO JOSE DOS CAMPOS;12236430;
VERA CRUZ      ;252;CACAPAVA;12287650;
JARDIM AMERICA ;2204;CRUZEIRO;12702190;
JARDIM JATOBA  ;209;CONCHAL;13835640;
CENTRO         ;206;CAMPINAS;13010010;
PARQUE FAZENDIN;206;CAMPINAS;13064722;
JARDIM LEONOR  ;206;CAMPINAS;13041120;
LOT RESIDENCIAL;206;CAMPINAS-RURAL;13098063;
GUABIROTUBA    ;340;CURITIBA;81510590;
XAXIM          ;340;CURITIBA;81830280;
RESIDENCIAL CAI;2232;BOTUCATU;18618385;
CARA CARA      ;345;PONTA GROSSA;84043650;
CAMPO DE SANTAN;340;CURITIBA;81490536;
JARDIM PORTO NO;254;CARAGUATATUBA;11667060;
Barreiros      ;351;MORRETES;83350000;
CAJURU         ;340;CURITIBA;82990209;
JARDIM EUROPA  ;207;PIRACICABA;13416401;
JARDIM OURO PRE;206;CAMPINAS;13059780;
CENTRO         ;206;CAMPINAS;13013090;
JD TERRAS DE SA;211;HORTOLANDIA;13185558;
JARDIM DAS ANDO;2091;GUARULHOS B;7161401;
JARDIM ANA EMIL;259;TAUBATE;12070330;
CAJURU         ;255;CUNHA;12530000;
PARQUE BANDEIRA;211;SUMARE - ESPECIFICO;13181782;
VILA SANTA LIBA;209;BRAGANCA PAULISTA;12904180;
CIDADE BALNEARI;267;PERUIBE;11782714;
ZONA CENTRAL   ;213;RIO CLARO;13500190;
SAUDE          ;2060;REGIAO 4 SAO PAULO D;4133300;
AGUA BRANCA    ;2038;REGIAO 11 S.PAULO K;5038160;
CENTRO;2013;EMBU GUACU;6900210;
PADEIROS       ;2017;JUQUITIBA;6950000;
JUSTINO        ;2017;JUQUITIBA;6950000;
SENHORINHAS    ;2017;JUQUITIBA;6950000;
NEVES          ;345;PONTA GROSSA;84020542;
MAR E CEU      ;264;GUARUJA;11443260;
JARDIM DAS OLIV;2099;REGIAO 22 S.PAULO-V I;8122050;
PARQUE EDU CHAV;2088;REGIAO 19 S.PAULO S;2230040;
PARQUE CASA DE ;2088;REGIAO 19 S.PAULO S;2319000;
